date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:07:15	94098/94098	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/index-default.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/index-default.html	(from )
09:07:16	746/746	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2009%20May%202020%2003:37:15%20GMT	http://tazkarty.itgeeks.info/robots.txt		(from )
09:07:18	70038/70038	---M--	200	added ('OK')	text/css	date:Wed,%2019%20Feb%202020%2010:43:59%20GMT	http://tazkarty.itgeeks.info/css/css-assets.css	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/css/css-assets.css	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:22	191641/191641	---M--	200	added ('OK')	text/css	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/css/style.css	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/css/style.css	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:23	1059/1059	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/general-elements/favicon/favicon.png	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/general-elements/favicon/favicon.png	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:23	1076/1076	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/general-elements/favicon/apple-touch-icon.png	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/general-elements/favicon/apple-touch-icon.png	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:23	1100/1100	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/general-elements/favicon/apple-touch-icon-72x72.png	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/general-elements/favicon/apple-touch-icon-72x72.png	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:24	1167/1167	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/general-elements/favicon/apple-touch-icon-114x114.png	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/general-elements/favicon/apple-touch-icon-114x114.png	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:24	11958/11958	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/logo-header.png	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/logo-header.png	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:24	23071/23071	---M-Z	200	added ('OK')	text/html	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/index.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/index.html	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:25	53419/53419	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Feb%202020%2011:38:13%20GMT	http://tazkarty.itgeeks.info/search.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/search.html	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:26	61227/61227	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Feb%202020%2011:38:13%20GMT	http://tazkarty.itgeeks.info/login.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/login.html	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:27	61043/61043	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Feb%202020%2011:38:13%20GMT	http://tazkarty.itgeeks.info/register.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/register.html	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:27	44092/44092	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Feb%202020%2011:38:13%20GMT	http://tazkarty.itgeeks.info/blog-single.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/blog-single.html	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:28	46695/46695	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Feb%202020%2011:38:13%20GMT	http://tazkarty.itgeeks.info/destination-single.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/destination-single.html	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:28	28287/28287	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Feb%202020%2011:38:13%20GMT	http://tazkarty.itgeeks.info/booking-hotel-single.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/booking-hotel-single.html	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:29	27368/27368	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Feb%202020%2011:38:13%20GMT	http://tazkarty.itgeeks.info/booking-hotel-payment.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/booking-hotel-payment.html	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:29	27546/27546	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Feb%202020%2011:38:13%20GMT	http://tazkarty.itgeeks.info/booking-hotel-confirmation.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/booking-hotel-confirmation.html	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:30	54034/54034	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Feb%202020%2011:38:13%20GMT	http://tazkarty.itgeeks.info/profile-hotel-availability.html	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/profile-hotel-availability.html	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:43	74944/74944	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/bg-video-preview/img-1.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/bg-video-preview/img-1.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:45	125788/125788	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/parallax-bg/img-4.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/parallax-bg/img-4.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:46	89082/89082	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-area-destination/img-2.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-area-destination/img-2.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:56	77389/77389	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-area-destination/img-5.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-area-destination/img-5.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:07:58	161352/161352	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-area-destination/img-3.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-area-destination/img-3.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:04	119005/119005	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-area-destination/img-6.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-area-destination/img-6.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:07	54009/54009	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-tour-package/img-2.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-tour-package/img-2.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:09	140589/140589	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-area-destination/img-4.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-area-destination/img-4.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:25	94641/94641	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-tour-package/img-6.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-tour-package/img-6.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:26	111475/111475	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-tour-package/img-5.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-tour-package/img-5.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:35	192259/192259	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-tour-package/img-3.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-tour-package/img-3.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:35	63944/63944	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-tour-package/img-7.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-tour-package/img-7.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:36	60663/60663	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/images/files/box-featured-cars/img-1.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-featured-cars/img-1.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:44	308687/308687	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/parallax-bg/img-8.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/parallax-bg/img-8.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:44	58836/58836	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/images/files/box-featured-cars/img-2.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-featured-cars/img-2.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:44	51584/51584	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/images/files/box-featured-cars/img-3.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-featured-cars/img-3.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:45	50539/50539	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Feb%202020%2018:02:07%20GMT	http://tazkarty.itgeeks.info/images/files/box-featured-cars/img-4.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-featured-cars/img-4.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:45	5403/5403	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/sliders/clients-testimonials/img-1.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/sliders/clients-testimonials/img-1.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:45	4292/4292	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/sliders/clients-testimonials/img-2.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/sliders/clients-testimonials/img-2.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:46	4181/4181	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/sliders/clients-testimonials/img-3.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/sliders/clients-testimonials/img-3.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:08:57	98114/98114	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-news-event/img-1.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-news-event/img-1.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:03	91046/91046	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-news-event/img-8.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-news-event/img-8.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:09	65664/65664	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/instagram-feed/img-1.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/instagram-feed/img-1.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:15	70113/70113	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/instagram-feed/img-2.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/instagram-feed/img-2.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:17	192259/192259	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-news-event/img-3.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-news-event/img-3.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:17	202690/202690	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/box-news-event/img-9.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/box-news-event/img-9.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:20	72902/72902	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/instagram-feed/img-3.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/instagram-feed/img-3.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:31	64124/64124	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/instagram-feed/img-7.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/instagram-feed/img-7.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:32	89522/89522	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/instagram-feed/img-5.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/instagram-feed/img-5.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:36	113586/113586	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/instagram-feed/img-6.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/instagram-feed/img-6.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:45	80366/80366	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/instagram-feed/img-8.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/instagram-feed/img-8.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:46	57137/57137	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/instagram-feed/img-10.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/instagram-feed/img-10.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:46	208354/208354	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/instagram-feed/img-4.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/instagram-feed/img-4.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:46	88535/88535	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/instagram-feed/img-9.jpg	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/instagram-feed/img-9.jpg	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:47	11733/11733	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/images/files/logo-header-alt.png	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/images/files/logo-header-alt.png	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:48	1578/1578	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/js/jRespond.min.js	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/js/jRespond.min.js	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:50	3459/3459	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/js/jquery.fitvids.js	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/js/jquery.fitvids.js	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:51	7421/7421	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/js/superfish.js	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/js/superfish.js	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:52	85578/85578	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/js/jquery.js	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/js/jquery.js	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:52	1418/1418	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/js/scrollIt.min.js	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/js/scrollIt.min.js	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:53	20216/20216	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/js/jquery.magnific-popup.min.js	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/js/jquery.magnific-popup.min.js	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:55	42863/42863	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/scss/slick/slick.min.js	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/scss/slick/slick.min.js	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:58	34695/34695	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/js/isotope.pkgd.min.js	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/js/isotope.pkgd.min.js	(from http://tazkarty.itgeeks.info/index-default.html)
09:09:58	17646/17646	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/js/countrySelect.min.js	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/js/countrySelect.min.js	(from http://tazkarty.itgeeks.info/index-default.html)
09:10:01	70942/70942	---M--	200	added ('OK')	text/css	date:Tue,%2011%20Feb%202020%2008:56:32%20GMT	http://tazkarty.itgeeks.info/fonts/fontawesome/css/all.css	D:/Projects/zapbooking.com/zap/tazkarty.itgeeks.info/fonts/fontawesome/css/all.css	(from http://tazkarty.itgeeks.info/css/css-assets.css)
